id,decision,checks,reason
Cu1La2O4.011-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict,La2CuO4+d onset block: interleaved 0K/32-42K at d<=0.022 — two irreconcilable d scales
Cu1La2O4.012-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict,La2CuO4+d onset block: interleaved 0K/32-42K at d<=0.022 — two irreconcilable d scales
Cu1La2O4.015-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict,La2CuO4+d onset block: interleaved 0K/32-42K at d<=0.022 — two irreconcilable d scales
Cu1La2O4.017-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict,La2CuO4+d onset block: interleaved 0K/32-42K at d<=0.022 — two irreconcilable d scales
Cu1La2O4.02-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict,La2CuO4+d onset block: interleaved 0K/32-42K at d<=0.022 — two irreconcilable d scales
Cu1La2O4.022-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict,La2CuO4+d onset block: interleaved 0K/32-42K at d<=0.022 — two irreconcilable d scales
Cu1La2O4.034-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.035-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.044-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.05-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,flag pairs it with a suspect neighbor / boundary check — no evidence against this row itself
Cu1La2O4.052-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict+G_optimal_doping_zero,La2CuO4+d interior 0K inside the 30-45K plateau (d 0.032-0.13)
Cu1La2O4.056-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict+G_optimal_doping_zero,La2CuO4+d interior 0K inside the 30-45K plateau (d 0.032-0.13)
Cu1La2O4.066-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.068-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.07-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.075-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.086-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.093-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.095-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.1-MP-mp-1077929-synth_doped.cif,exclude,F_near_duplicate_conflict+G_optimal_doping_zero,La2CuO4+d interior 0K inside the 30-45K plateau (d 0.032-0.13)
Cu1La2O4.11-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.12-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,flag pairs it with a suspect neighbor / boundary check — no evidence against this row itself
Cu1La2O4.13-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,La2CuO4+d plateau — consistent 29-45K branch
Cu1La2O4.18-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,overdoped/decomposed tail zeros — consistent
Cu1La2O4.2-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,overdoped/decomposed tail zeros — consistent
Cu1La2O4.32-MP-mp-1077929-synth_doped.cif,exclude,B_implausible_cu_ox+F_near_duplicate_conflict,37.5K at nominal Cu ox 2.64 (d=0.32) — impossible; neighbors at d>=0.18 are 0K
Cu1La2O4.33-MP-mp-1077929-synth_doped.cif,keep,F_near_duplicate_conflict,overdoped/decomposed tail zeros — consistent
Cu1Nd1.7O4-MP-mp-4158-synth_doped.cif,exclude,B_implausible_cu_ox,"NCCO frame, Nd-deficient nominal comp with Tc>30K (T' ceiling ~24K) — mangled Ce entry"
Cu1Nd1.85Y0.15O4-MP-mp-4158-synth_doped.cif,keep,A_undoped_insulator_sc,T' at nominal stoichiometry — reduction-annealed undoped-T' SC is documented; keep
Cu1Nd1.8O4-MP-mp-4158-synth_doped.cif,exclude,C_overdoped_dome_violation,"NCCO frame, Nd-deficient nominal comp with Tc>30K (T' ceiling ~24K) — mangled Ce entry"
Cu1Sr0.85O2-MP-mp-5787-synth_doped.cif,keep,G_optimal_doping_zero,"hole-doped infinite layer — bulk hole-side non-SC, zero real"
Cu2Fe1Sr2Y1O7.36-MP-mvc-771-synth_doped.cif,keep,F_near_duplicate_conflict,Fe-1212 onset/plateau members — consistent
Cu2Fe1Sr2Y1O7.51-MP-mvc-771-synth_doped.cif,keep,F_near_duplicate_conflict,Fe-1212 onset/plateau members — consistent
Cu2Fe1Sr2Y1O7.6-MP-mvc-771-synth_doped.cif,exclude,F_near_duplicate_conflict,Fe-1212 interior 0K between 53.5(d=7.51) and 43.5(d=7.66)
Cu2Fe1Sr2Y1O7.66-MP-mvc-771-synth_doped.cif,keep,F_near_duplicate_conflict,Fe-1212 onset/plateau members — consistent
Cu2Fe1Sr2Y1O7.68-MP-mvc-771-synth_doped.cif,keep,F_near_duplicate_conflict,Fe-1212 onset/plateau members — consistent
Cu2Gd1Ru0.95Sr2Ti0.05O8-MP-mp-1194240-synth_doped.cif,keep,F_near_duplicate_conflict,"ruthenocuprate Ti kill at x=0.1 — fragile magnetic SC, plausible percolation edge"
Cu2Gd1Ru0.97Sr2Ti0.03O8-MP-mp-1194240-synth_doped.cif,keep,F_near_duplicate_conflict,"ruthenocuprate Ti kill at x=0.1 — fragile magnetic SC, plausible percolation edge"
Cu2Gd1Ru0.9Sr2Ti0.1O8-MP-mp-1194240-synth_doped.cif,keep,F_near_duplicate_conflict,"ruthenocuprate Ti kill at x=0.1 — fragile magnetic SC, plausible percolation edge"
Cu2La2Sr1O6.2-MP-mp-1218240-synth_doped.cif,keep,G_optimal_doping_zero,La2SrCu2O6+d ambient-pressure zeros real (SC needs HP-O anneal)
Cu2La2Sr1O6.315-MP-mp-1218240-synth_doped.cif,keep,G_optimal_doping_zero,La2SrCu2O6+d ambient-pressure zeros real (SC needs HP-O anneal)
