id,check,tc,cu_ox,reason
MoB4-MP-mp-1228687.cif,E_nemad_iqr,23.2,,NEMAD source IQR >10K — sources disagree by more than a dome width
FeSr2YCu2O7-MP-mp-1042547.cif,E_nemad_iqr,51.0,,NEMAD source IQR >10K — sources disagree by more than a dome width
La1.94Ba0.06CuO4-MP-mp-1077929.cif,E_nemad_iqr,17.0,2.06,NEMAD source IQR >10K — sources disagree by more than a dome width
ErBa2Cu3O6.6-ICSD-63321.cif,E_nemad_iqr,64.5,2.067,NEMAD source IQR >10K — sources disagree by more than a dome width
GdBa2Cu3O6.9-ICSD-63321.cif,E_nemad_iqr,90.0,2.267,NEMAD source IQR >10K — sources disagree by more than a dome width
GdBa2Cu3O6.4-ICSD-63321.cif,E_nemad_iqr,57.2,1.933,NEMAD source IQR >10K — sources disagree by more than a dome width
HgBa2Ca4Cu5O12-ICSD-80718.cif,E_nemad_iqr,108.0,2.0,NEMAD source IQR >10K — sources disagree by more than a dome width
LaBa2Cu3O6.9-ICSD-63321.cif,E_nemad_iqr,75.0,2.267,NEMAD source IQR >10K — sources disagree by more than a dome width
La1Ba2Cu3O6.8-ICSD-63321.cif,E_nemad_iqr,43.0,2.2,NEMAD source IQR >10K — sources disagree by more than a dome width
TmBa2Cu3O6.95-ICSD-63321.cif,E_nemad_iqr,89.93,2.3,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu2.895Fe0.105O7-ICSD-63321.cif,E_nemad_iqr,70.0,,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.47-ICSD-63321.cif,E_nemad_iqr,50.0,1.98,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.41-ICSD-63321.cif,E_nemad_iqr,49.5,1.94,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.22-ICSD-63321.cif,E_nemad_iqr,46.5,1.813,NEMAD source IQR >10K — sources disagree by more than a dome width
Y0.8Ca0.2Ba2Cu3O6.51-ICSD-63321.cif,E_nemad_iqr,44.0,2.073,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.14-ICSD-63321.cif,E_nemad_iqr,43.0,1.76,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.53-ICSD-63321.cif,E_nemad_iqr,41.0,2.02,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.43-ICSD-63321.cif,E_nemad_iqr,39.0,1.953,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.45-ICSD-63321.cif,E_nemad_iqr,36.85,1.967,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.3-ICSD-63321.cif,E_nemad_iqr,30.0,1.867,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.35-ICSD-63321.cif,E_nemad_iqr,18.0,1.9,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.38-ICSD-63321.cif,E_nemad_iqr,10.7,1.92,NEMAD source IQR >10K — sources disagree by more than a dome width
YBa2Cu3O6.25-ICSD-63321.cif,E_nemad_iqr,0.0,1.833,NEMAD source IQR >10K — sources disagree by more than a dome width
Y0.7Ca0.3Ba2Cu3O6.12-ICSD-63321.cif,E_nemad_iqr,59.0,1.847,NEMAD source IQR >10K — sources disagree by more than a dome width
