id,formula,tc,origin,reason
Nd0.4Sm0.6Bi1S2F0.7O0.3-MP-mp-1223105.cif,Nd0.4Sm0.6Bi1S2F0.7O0.3,0.0,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd0.6Sm0.4Bi1S2F0.7O0.3-MP-mp-1223105.cif,Nd0.6Sm0.4Bi1S2F0.7O0.3,4.58,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd0.8Sm0.2Bi1S2F0.7O0.3-MP-mp-1223105.cif,Nd0.8Sm0.2Bi1S2F0.7O0.3,4.65,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd1Bi1S2F0.7O0.3-MP-mp-1223105.cif,Nd1Bi1S2F0.7O0.3,4.5,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd0.4Sm0.6Bi1S2F0.5O0.5-MP-mp-1223105.cif,Nd0.4Sm0.6Bi1S2F0.5O0.5,5.51,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd0.6Sm0.4Bi1S2F0.5O0.5-MP-mp-1223105.cif,Nd0.6Sm0.4Bi1S2F0.5O0.5,5.32,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd0.8Sm0.2Bi1S2F0.5O0.5-MP-mp-1223105.cif,Nd0.8Sm0.2Bi1S2F0.5O0.5,5.11,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Nd1Bi1S2F0.5O0.5-MP-mp-1223105.cif,Nd1Bi1S2F0.5O0.5,4.619999999999999,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Pr1Bi1S2F0.5O0.5-MP-mp-1223105.cif,Pr1Bi1S2F0.5O0.5,3.6725,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Yb1Bi1S2F0.5O0.5-MP-mp-1223105.cif,Yb1Bi1S2F0.5O0.5,5.3,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
Mg0.983Al0.017B1-MP-mp-1094987.cif,Mg0.983Al0.017B1,35.9,new,structure: 50% of cations foreign to parent MgAl
As0.5Ni0.06Pd0.44-MP-mp-590.cif,As0.5Ni0.06Pd0.44,1.39,new,structure: 44% of cations foreign to parent NiAs
Mg1.2C1.44B0.16Ni3-MP-mp-2058.cif,Mg1.2C1.44B0.16Ni3,6.6,new,structure: 46% of cations foreign to parent Ni3B
B0.03C0.51Mo0.47-MP-mp-984728.cif,B0.03C0.51Mo0.47,12.5,new,structure: 47% of cations foreign to parent BC
B1Sr2Ca3Cu4O11-MP-mp-1173436.cif,B1Sr2Ca3Cu4O11,110.0,new,structure: 40% of cations foreign to parent Sr19Cu19O41
B1Sr2Ca4Cu5O13-MP-mp-1173436.cif,B1Sr2Ca4Cu5O13,85.0,new,structure: 42% of cations foreign to parent Sr19Cu19O41
B1Sr2Ca2Cu3O9-MP-mp-21129.cif,B1Sr2Ca2Cu3O9,75.0,new,structure: 38% of cations foreign to parent Sr2Cu2O5
Dy1Ni1.995Co0.01B2C1-MP-mp-20193.cif,Dy1Ni1.995Co0.01B2C1,4.1,new,structure: 50% of cations foreign to parent DyCo3B2
Ho1Ni1.995Co0.01B2C1-MP-mp-5313.cif,Ho1Ni1.995Co0.01B2C1,6.72,new,structure: 50% of cations foreign to parent HoCo3B2
Er1Ni0.973Co0.054B2C1-MP-mp-2847.cif,Er1Ni0.973Co0.054B2C1,7.2,new,structure: 40% of cations foreign to parent ErB4
Fe0.5Ba1Sr1Dy1Cu2.5O7.447-MP-mp-21129.cif,Fe0.5Ba1Sr1Dy1Cu2.5O7.447,37.9,new,structure: 42% of cations foreign to parent Sr2Cu2O5
Fe0.5Ba1Sr1Eu1Cu2.5O7.462-MP-mp-21129.cif,Fe0.5Ba1Sr1Eu1Cu2.5O7.462,0.0,new,structure: 42% of cations foreign to parent Sr2Cu2O5
Fe0.5Ba1Sr1Gd1Cu2.5O7.432-MP-mp-21129.cif,Fe0.5Ba1Sr1Gd1Cu2.5O7.432,0.0,new,structure: 42% of cations foreign to parent Sr2Cu2O5
Fe0.5Ba1Sr1Tm1Cu2.5O7.432-MP-mp-21129.cif,Fe0.5Ba1Sr1Tm1Cu2.5O7.432,40.0,new,structure: 42% of cations foreign to parent Sr2Cu2O5
La2.5Y0.5Ca1Ba3Cu7Fe7O16.574-MP-icsd-63321.cif,La2.5Y0.5Ca1Ba3Cu7Fe7O16.574,80.0,new,structure: 50% of cations foreign to parent Ba2Y1Cu3O7.13
YbCa0.2Ba1.6Sr0.4Cu4O8-MP-mp-1214451.cif,YbCa0.2Ba1.6Sr0.4Cu4O8,86.0,new,structure: 42% of cations foreign to parent Ca4(CuO2)5
Ba2Ca1Cu2F1.4O4.6-MP-mp-1446283.cif,Ba2Ca1Cu2F1.4O4.6,106.0,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
Ba2Ca1Cu2F1.6O4.4-MP-mp-1446283.cif,Ba2Ca1Cu2F1.6O4.4,108.0,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
Ba2Ca1Cu2F1.8O4.2-MP-mp-1446283.cif,Ba2Ca1Cu2F1.8O4.2,87.0,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
Ba2Ca1Cu2F2O4-MP-mp-1446283.cif,Ba2Ca1Cu2F2O4,82.0,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
Ba2Ca1Cu2F2.2O3.8-MP-mp-1446283.cif,Ba2Ca1Cu2F2.2O3.8,40.0,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
Tl0.5Ba2Ca1Be2Cu4.5O9.948-MP-mp-997042.cif,Tl0.5Ba2Ca1Be2Cu4.5O9.948,110.0,new,structure: 50% of cations foreign to parent TlCuO2
Yb1Ba2Cu3O1-MP-mp-1245564.cif,Yb1Ba2Cu3O1,0.0,new,structure: 50% of cations foreign to parent YCuO
Bi1.1Nb1S3.1-MP-mp-22856.cif,Bi1.1Nb1S3.1,0.415,new,structure: 48% of cations foreign to parent Bi2S3
Bi1.1Nb1Se3.1-MP-mp-541837.cif,Bi1.1Nb1Se3.1,2.36,new,structure: 48% of cations foreign to parent Bi2Se3
Bi1.09Ta1Se3.09-MP-mp-541837.cif,Bi1.09Ta1Se3.09,1.8,new,structure: 48% of cations foreign to parent Bi2Se3
Li1Hf1N1Cl0.75Br0.25-MP-mp-2828.cif,Li1Hf1N1Cl0.75Br0.25,23.6,new,structure: 50% of cations foreign to parent HfN
Li1Hf1N1Cl0.525Br0.475-MP-mp-2828.cif,Li1Hf1N1Cl0.525Br0.475,22.7,new,structure: 50% of cations foreign to parent HfN
Li1Hf1N1Br1-MP-mp-2828.cif,Li1Hf1N1Br1,24.1,new,structure: 50% of cations foreign to parent HfN
Nb0.5W0.5C1-MP-mp-1220316.cif,Nb0.5W0.5C1,12.5,new,structure: 50% of cations foreign to parent NbW
La1.9Sr0.6Ca0.5Cu2O6.062-MP-mp-1446283.cif,La1.9Sr0.6Ca0.5Cu2O6.062,0.0,new,structure: 50% of cations foreign to parent Ca3(CuO3)2
Pr1.9Sr0.6Ca0.5Cu2O6.023-MP-mp-1446283.cif,Pr1.9Sr0.6Ca0.5Cu2O6.023,0.0,new,structure: 50% of cations foreign to parent Ca3(CuO3)2
La1.9Sr0.4Ca0.7Cu2O6.042-MP-mp-1446283.cif,La1.9Sr0.4Ca0.7Cu2O6.042,0.0,new,structure: 46% of cations foreign to parent Ca3(CuO3)2
La1.83Ca1.006Sr0.164Cu2O6.08-MP-mp-1446283.cif,La1.83Ca1.006Sr0.164Cu2O6.08,14.1,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
Sr2Ca1Cu2O5.5-MP-mp-1446283.cif,Sr2Ca1Cu2O5.5,77.0,new,structure: 40% of cations foreign to parent Ca3(CuO3)2
V0.5Sr2.6Ca5.4Cu7.5O17.3-MP-mp-1173436.cif,V0.5Sr2.6Ca5.4Cu7.5O17.3,73.0,new,structure: 37% of cations foreign to parent Sr19Cu19O41
Cu6.5Sr2Ca5Cr0.5O15.17-MP-mp-1173436.cif,Cu6.5Sr2Ca5Cr0.5O15.17,32.0,new,structure: 39% of cations foreign to parent Sr19Cu19O41
Cu7.5Sr2Ca6Cr0.5O17.1-MP-mp-1173436.cif,Cu7.5Sr2Ca6Cr0.5O17.1,10.0,new,structure: 41% of cations foreign to parent Sr19Cu19O41
Cu8.5Sr2Ca7Cr0.5O19.05-MP-mp-1173436.cif,Cu8.5Sr2Ca7Cr0.5O19.05,0.0,new,structure: 42% of cations foreign to parent Sr19Cu19O41
Cu9.5Sr2Ca8Cr0.5O21.05-MP-mp-1173436.cif,Cu9.5Sr2Ca8Cr0.5O21.05,0.0,new,structure: 42% of cations foreign to parent Sr19Cu19O41
Eu2.17Ce0.5Sr1.33Cu2Fe1O9.43-MP-mp-22306.cif,Eu2.17Ce0.5Sr1.33Cu2Fe1O9.43,0.0,new,structure: 40% of cations foreign to parent Eu2CuO4
Eu2.17Ce0.5Sr1.33Cu2.25Fe0.75O9.41-MP-mp-22306.cif,Eu2.17Ce0.5Sr1.33Cu2.25Fe0.75O9.41,0.0,new,structure: 37% of cations foreign to parent Eu2CuO4
Li0.95Zr1N1Cl1-MP-mp-542791.cif,Li0.95Zr1N1Cl1,13.4,new,structure: 49% of cations foreign to parent ZrNCl
Li1Hf0.2Zr0.8N1Cl1-MP-mp-1224247.cif,Li1Hf0.2Zr0.8N1Cl1,18.2,new,structure: 50% of cations foreign to parent HfZrN2
Li1Hf1N1Cl1-MP-mp-2828.cif,Li1Hf1N1Cl1,25.3,new,structure: 50% of cations foreign to parent HfN
Na0.8Hf1N1Cl1-MP-mp-541911.cif,Na0.8Hf1N1Cl1,19.0,new,structure: 44% of cations foreign to parent HfNCl
Li0.65Zr1N1Cl1-MP-mp-277.cif,Li0.65Zr1N1Cl1,15.0,new,structure: 39% of cations foreign to parent Zr3N4
Li0.6Zr1N1Cl1-MP-mp-277.cif,Li0.6Zr1N1Cl1,11.7,new,structure: 37% of cations foreign to parent Zr3N4
Li0.55Zr1N1Cl1-MP-mp-277.cif,Li0.55Zr1N1Cl1,15.0,new,structure: 35% of cations foreign to parent Zr3N4
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.19-MP-mp-772159.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.19,25.0,new,structure: 43% of cations foreign to parent La6Cu6O17
Pb0.6Cu0.4Sr1La1Cu1O5.19-MP-mp-772159.cif,Pb0.6Cu0.4Sr1La1Cu1O5.19,25.1,new,structure: 40% of cations foreign to parent La6Cu6O17
Pb0.6Cu0.4Sr1La1Cu1O5.21-MP-mp-772159.cif,Pb0.6Cu0.4Sr1La1Cu1O5.21,25.1,new,structure: 40% of cations foreign to parent La6Cu6O17
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24-MP-mp-772159.cif,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24,27.8,new,structure: 38% of cations foreign to parent La6Cu6O17
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18-MP-mp-772159.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18,28.0,new,structure: 43% of cations foreign to parent La6Cu6O17
Pb0.6Cu0.4Sr1La1Cu1O5.15-MP-mp-753437.cif,Pb0.6Cu0.4Sr1La1Cu1O5.15,32.0,new,structure: 40% of cations foreign to parent La5Cu5O13
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18-MP-mp-772159.cif,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18,31.6,new,structure: 38% of cations foreign to parent La6Cu6O17
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.07-MP-mp-21129.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.07,33.9,new,structure: 38% of cations foreign to parent Sr2Cu2O5
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.12-MP-mp-753437.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.12,31.0,new,structure: 43% of cations foreign to parent La5Cu5O13
Pb0.6Cu0.4Sr1La1Cu1O5.12-MP-mp-753437.cif,Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9,new,structure: 40% of cations foreign to parent La5Cu5O13
Pb0.6Cu0.4Sr1La1Cu1O5.09-MP-mp-21129.cif,Pb0.6Cu0.4Sr1La1Cu1O5.09,36.7,new,structure: 40% of cations foreign to parent Sr2Cu2O5
Pb0.6Cu0.4Sr1La1Cu1O5.06-MP-mp-21129.cif,Pb0.6Cu0.4Sr1La1Cu1O5.06,37.7,new,structure: 40% of cations foreign to parent Sr2Cu2O5
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.06-MP-mp-21129.cif,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.06,37.6,new,structure: 43% of cations foreign to parent Sr2Cu2O5
Pb0.6Cu0.4Sr0.8La1.2Cu1O5.06-MP-mp-21129.cif,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.06,28.7,new,structure: 45% of cations foreign to parent Sr2Cu2O5
Y2Tl2Sr2Cu3O11-MP-mp-754322.cif,Y2Tl2Sr2Cu3O11,45.0,new,structure: 44% of cations foreign to parent Sr2CuO4
Pb0.5Cu0.5Sr1La1Cu1O5.19-MP-mp-772159.cif,Pb0.5Cu0.5Sr1La1Cu1O5.19,24.1,new,structure: 38% of cations foreign to parent La6Cu6O17
Pb0.5Cu0.5Sr1La1Cu1O5.15-MP-mp-753437.cif,Pb0.5Cu0.5Sr1La1Cu1O5.15,28.0,new,structure: 38% of cations foreign to parent La5Cu5O13
Pb0.5Cu0.5Sr1La1Cu1O5.1-MP-mp-21129.cif,Pb0.5Cu0.5Sr1La1Cu1O5.1,31.9,new,structure: 38% of cations foreign to parent Sr2Cu2O5
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08-MP-mp-21129.cif,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08,37.7,new,structure: 40% of cations foreign to parent Sr2Cu2O5
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1-MP-mp-21129.cif,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,34.9,new,structure: 42% of cations foreign to parent Sr2Cu2O5
Pb0.5Cu0.5Sr1La1Cu1O5.03-MP-mp-21129.cif,Pb0.5Cu0.5Sr1La1Cu1O5.03,36.7,new,structure: 38% of cations foreign to parent Sr2Cu2O5
Pb0.5Cu0.5Sr1La1Cu1O5.05-MP-mp-21129.cif,Pb0.5Cu0.5Sr1La1Cu1O5.05,36.7,new,structure: 38% of cations foreign to parent Sr2Cu2O5
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02-MP-mp-21129.cif,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,38.5,new,structure: 40% of cations foreign to parent Sr2Cu2O5
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01-MP-mp-21129.cif,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01,38.7,new,structure: 42% of cations foreign to parent Sr2Cu2O5
Cu0.7Ti1Se2-MP-mp-9227.cif,Cu0.7Ti1Se2,3.9,new,structure: 41% of cations foreign to parent Ti3Se4
Pr1.9Sr1.1Cu2O6.11-MP-mp-1218240.cif,Pr1.9Sr1.1Cu2O6.11,0.0,new,structure: 38% of cations foreign to parent SrLa2(CuO3)2
Pb0.3325Sn0.6175In0.05Te1-MP-mp-1883.cif,Pb0.3325Sn0.6175In0.05Te1,1.605,new,structure: 38% of cations foreign to parent SnTe
Pb0.252Sn0.588In0.16Te1-MP-mp-1883.cif,Pb0.252Sn0.588In0.16Te1,3.9,new,structure: 41% of cations foreign to parent SnTe
Sn0.504Pb0.336In0.16Te1-MP-mp-1883.cif,Sn0.504Pb0.336In0.16Te1,4.01,new,structure: 50% of cations foreign to parent SnTe
Sn0.56Pb0.24In0.2Te1-MP-mp-1883.cif,Sn0.56Pb0.24In0.2Te1,3.87,new,structure: 44% of cations foreign to parent SnTe
La1.14Nb1S3.14-MP-mp-7475.cif,La1.14Nb1S3.14,0.0,new,structure: 47% of cations foreign to parent La2S3
La1.14Nb1Se3.14-MP-mp-32798.cif,La1.14Nb1Se3.14,1.32,new,structure: 47% of cations foreign to parent La2Se3
Sn1.17Nb1S3.17-MP-mp-1509.cif,Sn1.17Nb1S3.17,2.75,new,structure: 46% of cations foreign to parent Sn2S3
Sm1.15Nb1S3.15-MP-mp-1403.cif,Sm1.15Nb1S3.15,0.0,new,structure: 47% of cations foreign to parent Sm2S3
Nb1S3Sn1-MP-mp-1509.cif,Nb1S3Sn1,2.8,new,structure: 50% of cations foreign to parent Sn2S3
Sn1.15Ta1S3.15-MP-mp-1509.cif,Sn1.15Ta1S3.15,2.85,new,structure: 47% of cations foreign to parent Sn2S3
S3Sn1Ta1-MP-mp-1509.cif,S3Sn1Ta1,2.93,new,structure: 50% of cations foreign to parent Sn2S3
Er1Ni1.9675Co0.065B2C1-MP-mp-5353.cif,Er1Ni1.9675Co0.065B2C1,6.2,new,structure: 49% of cations foreign to parent ErCo3B2
YbCa0.4Ba1.6Sr0.4Cu4O8-MP-mp-29917.cif,YbCa0.4Ba1.6Sr0.4Cu4O8,85.0,new,structure: 41% of cations foreign to parent Ca5(CuO2)6
Ba1.6Sr0.4Yb0.85Ca0.15CaO6.22-MP-mp-1183406.cif,Ba1.6Sr0.4Yb0.85Ca0.15CaO6.22,0.0,new,structure: 39% of cations foreign to parent BaYbO3
Nd1Bi1S2F0.3O0.74-MP-mp-1223105.cif,Nd1Bi1S2F0.3O0.74,3.51,new,structure: 50% of cations foreign to parent La4Bi4S8O3F
C1.35Th0.9Y0.1-MP-mp-1200613.cif,C1.35Th0.9Y0.1,0.0,new,structure: 38% of cations foreign to parent Y3C4
Cu5.5Sr2Ca4Cr0.5O13.35-MP-mp-1173436.cif,Cu5.5Sr2Ca4Cr0.5O13.35,65.0,new,structure: 38% of cations foreign to parent Sr19Cu19O41
V0.5Sr2.3Ca4.7Cu6.5O15.5-MP-mp-1173436.cif,V0.5Sr2.3Ca4.7Cu6.5O15.5,75.0,new,structure: 37% of cations foreign to parent Sr19Cu19O41
Nd1.5Ce0.5Sr2Ta1Cu2O10-MP-mp-662567.cif,Nd1.5Ce0.5Sr2Ta1Cu2O10,12.5,new,structure: 50% of cations foreign to parent Nd12Cu6O25
Eu2.17Ce0.5Sr1.33Cu2Al1O9.11-MP-mp-1208690.cif,Eu2.17Ce0.5Sr1.33Cu2Al1O9.11,0.0,new,structure: 38% of cations foreign to parent SrLaAlCuO5
Bi2Ca2.5Eu0.5Cu2O8.31-MP-mp-1227273.cif,Bi2Ca2.5Eu0.5Cu2O8.31,7.0,new,structure: 36% of cations foreign to parent CaNd2(CuO2)4
Bi2Ca2.5Pr0.5Cu2O8.41-MP-mp-1227273.cif,Bi2Ca2.5Pr0.5Cu2O8.41,0.0,new,structure: 36% of cations foreign to parent CaNd2(CuO2)4
Bi2Ca2.5Gd0.5Cu2O8.33-MP-mp-1227273.cif,Bi2Ca2.5Gd0.5Cu2O8.33,4.0,new,structure: 36% of cations foreign to parent CaNd2(CuO2)4
Bi2Ca2.5Sm0.5Cu2O8.33-MP-mp-1227273.cif,Bi2Ca2.5Sm0.5Cu2O8.33,22.0,new,structure: 36% of cations foreign to parent CaNd2(CuO2)4
La1.9Sr1Ca0.1Cu2O6.242-MP-mp-1218853.cif,La1.9Sr1Ca0.1Cu2O6.242,0.0,new,structure: 38% of cations foreign to parent Sr2CaPr3(CuO3)4
Sn0.32Pb0.48In0.2Te1-MP-mp-1223682.cif,Sn0.32Pb0.48In0.2Te1,3.35,new,structure: 48% of cations foreign to parent InSn2Te3
Sn0.3997Pb0.4003In0.2Te1-MP-mp-1223682.cif,Sn0.3997Pb0.4003In0.2Te1,4.175000000000001,new,structure: 40% of cations foreign to parent InSn2Te3
Eu2.17Ce0.5Sr1.33Cu2.75Al0.25O8.88-MP-mp-1218164.cif,Eu2.17Ce0.5Sr1.33Cu2.75Al0.25O8.88,0.0,new,structure: 42% of cations foreign to parent SrLaNd(CuO3)2
Eu2.17Ce0.5Sr1.33Cu2.5Al0.5O9.02-MP-mp-1218164.cif,Eu2.17Ce0.5Sr1.33Cu2.5Al0.5O9.02,16.4,new,structure: 45% of cations foreign to parent SrLaNd(CuO3)2
Bi2Sr2Ca1.2Cu3.22O8-MP-mp-552089.cif,Bi2Sr2Ca1.2Cu3.22O8,70.0,new,structure: 38% of cations foreign to parent Sr2Cu3O5
Pb2Sr2Cu2Ta1Cl1O8-MP-mp-547517.cif,Pb2Sr2Cu2Ta1Cl1O8,0.0,new,structure: 43% of cations foreign to parent Sr2Cu3(ClO2)2
La1.35Sr0.65Cu0.6Fe0.5O4-MP-mp-1218662.cif,La1.35Sr0.65Cu0.6Fe0.5O4,0.0,new,structure: 44% of cations foreign to parent Sr6Ce2Y4Fe3(CuO8)3
Y1Sr2Cu2.8Re2O7-MP-mp-552089.cif,Y1Sr2Cu2.8Re2O7,42.0,new,structure: 38% of cations foreign to parent Sr2Cu3O5
La0.98Ca0.02Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.98Ca0.02Mn0.9Cu0.1O3,0.0,new,structure: 46% of cations foreign to parent La8Cu4O16.232
La0.95Ca0.05Mn0.9Cu0.1O3-MP-icsd-41494.cif,La0.95Ca0.05Mn0.9Cu0.1O3,0.0,new,structure: 48% of cations foreign to parent La8Cu4O16.232
SrLaCu0.5Ru0.5O4-MP-icsd-41494.cif,SrLaCu0.5Ru0.5O4,0.0,new,structure: 50% of cations foreign to parent La8Cu4O16.232
Pr0.86LaCe0.14Cu0.95Zn0.05O4-MP-icsd-41494.cif,Pr0.86LaCe0.14Cu0.95Zn0.05O4,0.0,new,structure: 35% of cations foreign to parent La8Cu4O16.232
Pr0.86LaCe0.14Cu0.95Ni0.05O4-MP-icsd-41494.cif,Pr0.86LaCe0.14Cu0.95Ni0.05O4,0.0,new,structure: 35% of cations foreign to parent La8Cu4O16.232
La0.77Sr0.23Mn0.7Cu0.3O3-MP-icsd-41494.cif,La0.77Sr0.23Mn0.7Cu0.3O3,0.0,new,structure: 46% of cations foreign to parent La8Cu4O16.232
La0.77Sr0.23Mn0.6Cu0.4O3-MP-icsd-41494.cif,La0.77Sr0.23Mn0.6Cu0.4O3,0.0,new,structure: 42% of cations foreign to parent La8Cu4O16.232
La0.77Sr0.23Mn0.5Cu0.5O3-MP-icsd-41494.cif,La0.77Sr0.23Mn0.5Cu0.5O3,0.0,new,structure: 36% of cations foreign to parent La8Cu4O16.232
La3Ni1.75Cu0.25TaO9-MP-icsd-41494.cif,La3Ni1.75Cu0.25TaO9,0.0,new,structure: 46% of cations foreign to parent La8Cu4O16.232
La3Ni1.75Cu0.25NbO9-MP-icsd-41494.cif,La3Ni1.75Cu0.25NbO9,0.0,new,structure: 46% of cations foreign to parent La8Cu4O16.232
La3Ni1.5Cu0.5NbO9-MP-icsd-41494.cif,La3Ni1.5Cu0.5NbO9,0.0,new,structure: 42% of cations foreign to parent La8Cu4O16.232
TlSr2NdCu2O7-MP-icsd-39476.cif,TlSr2NdCu2O7,0.0,new,structure: 50% of cations foreign to parent Ce0.26Nd3.74Cu2O8
La1.28Sr0.72Cu0.6Ru0.4O3.96-MP-icsd-41494.cif,La1.28Sr0.72Cu0.6Ru0.4O3.96,0.0,new,structure: 37% of cations foreign to parent La8Cu4O16.232
Co0.5Cu0.5Al0.6Fe1.4O4-MP-mp-1045723.cif,Co0.5Cu0.5Al0.6Fe1.4O4,0.0,new,structure: 47% of cations foreign to parent AlCo4(CuO4)3
Co0.5Cu0.5Al0.8Fe1.2O4-MP-mp-1045723.cif,Co0.5Cu0.5Al0.8Fe1.2O4,0.0,new,structure: 40% of cations foreign to parent AlCo4(CuO4)3
LaMn0.95Cu0.05O3-MP-icsd-41494.cif,LaMn0.95Cu0.05O3,0.0,new,structure: 48% of cations foreign to parent La8Cu4O16.232
LaMn0.90Cu0.10O3-MP-icsd-41494.cif,LaMn0.90Cu0.10O3,0.0,new,structure: 45% of cations foreign to parent La8Cu4O16.232
LaMn0.85Cu0.15O3-MP-icsd-41494.cif,LaMn0.85Cu0.15O3,0.0,new,structure: 42% of cations foreign to parent La8Cu4O16.232
LaMn0.80Cu0.20O3-MP-icsd-41494.cif,LaMn0.80Cu0.20O3,0.0,new,structure: 40% of cations foreign to parent La8Cu4O16.232
La3Ni1.75Cu0.25SbO9-MP-mp-3474.cif,La3Ni1.75Cu0.25SbO9,0.0,new,structure: 46% of cations foreign to parent LaCuO3
(Co0.2Cu0.2Mg0.2Ni0.2Zn0.2)O-MP-mp-1032598.cif,(Co0.2Cu0.2Mg0.2Ni0.2Zn0.2)O,0.0,new,structure: 40% of cations foreign to parent Mg6ZnCuO8
In2Fe2CuO7-MP-mp-1224030.cif,In2Fe2CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe1.75Ga0.25CuO7-MP-mp-1224030.cif,In2Fe1.75Ga0.25CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe1.5Ga0.5CuO7-MP-mp-1224030.cif,In2Fe1.5Ga0.5CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe1.25Ga0.75CuO7-MP-mp-1224030.cif,In2Fe1.25Ga0.75CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe1Ga1CuO7-MP-mp-1224030.cif,In2Fe1Ga1CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe0.75Ga1.25CuO7-MP-mp-1224030.cif,In2Fe0.75Ga1.25CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe0.5Ga1.5CuO7-MP-mp-1224030.cif,In2Fe0.5Ga1.5CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Fe0.25Ga1.75CuO7-MP-mp-1224030.cif,In2Fe0.25Ga1.75CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
In2Ga2CuO7-MP-mp-1224030.cif,In2Ga2CuO7,0.0,new,structure: 40% of cations foreign to parent InCuO3
CaCu2.5Mn0.5Ti3.5Al0.5O12-MP-mp-510570.cif,CaCu2.5Mn0.5Ti3.5Al0.5O12,0.0,new,structure: 50% of cations foreign to parent CaMn4(CuO4)3
CaCu2MnTi3AlO12-MP-mp-510570.cif,CaCu2MnTi3AlO12,0.0,new,structure: 50% of cations foreign to parent CaMn4(CuO4)3
CaCu2.7Ti3.7Fe1.3O12-MP-mp-1043124.cif,CaCu2.7Ti3.7Fe1.3O12,0.0,new,structure: 43% of cations foreign to parent CaFe4(CuO4)3
RuSr2Gd1.4Ce0.6Cu2O10-MP-mp-1218883.cif,RuSr2Gd1.4Ce0.6Cu2O10,0.0,new,label: Tc=0 report at a composition others put at 45 K
(MgCoNiCuZn)O-MP-mp-2233288.cif,(MgCoNiCuZn)O,0.0,new,structure: 40% of cations foreign to parent MgZn2(CuO2)4
La0.9Ca0.1Mn0.9Cu0.1O3-MP-mp-3474.cif,La0.9Ca0.1Mn0.9Cu0.1O3,0.0,new,structure: 50% of cations foreign to parent LaCuO3
La0.7Ba0.25Nd0.05Mn0.97Cu0.03O3-MP-mp-1209905.cif,La0.7Ba0.25Nd0.05Mn0.97Cu0.03O3,0.0,new,structure: 48% of cations foreign to parent NdMn4(CuO4)3
La0.7Ba0.25Nd0.05Mn0.95Cu0.05O3-MP-mp-1209905.cif,La0.7Ba0.25Nd0.05Mn0.95Cu0.05O3,0.0,new,structure: 48% of cations foreign to parent NdMn4(CuO4)3
La0.7Ba0.25Nd0.05Mn0.93Cu0.07O3-MP-mp-1209905.cif,La0.7Ba0.25Nd0.05Mn0.93Cu0.07O3,0.0,new,structure: 48% of cations foreign to parent NdMn4(CuO4)3
