id,formula,tc,origin,reason
C0.571N0.271Ta1-MP-mp-1246375.cif,C0.571N0.271Ta1,10.92,new,structure: parent of a different compound class (-1.0 anions/cation)
C6Ir4O2-MP-mp-1097041.cif,C6Ir4O2,2.0,new,structure: parent of a different compound class (-2.8 anions/cation)
Rb3C60C60-MP-mp-568643.cif,Rb3C60C60,29.0,new,typo: absurd coefficient
C0.9S0.1-MP-mp-27814.cif,C0.9S0.1,36.5,new,structure: parent of a different compound class (-13.9 anions/cation)
Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8-MP-mp-1218581.cif,Hg0.65V0.35Sr2Ca0.55Nd0.45Cu2O6.8,67.0,new,structure: parent lacks the redox centre
Y0.6Ca0.4Sr2Cu2Ga1O0.92-MP-mp-1218712.cif,Y0.6Ca0.4Sr2Cu2Ga1O0.92,0.0,new,typo: Cu oxidation -3.88; structure: parent of a different compound class (-1.0 anions/cation)
Cu2.5Sr2Ca1Cr0.5O7.5-MP-mp-1218573.cif,Cu2.5Sr2Ca1Cr0.5O7.5,81.0,new,structure: parent lacks the redox centre
V0.5Sr2.25Ca1.75Cu3.5O9.7-MP-mp-1218581.cif,V0.5Sr2.25Ca1.75Cu3.5O9.7,98.0,new,structure: parent lacks the redox centre
V0.5Sr2.7Ca2.3Cu4.5O11.6-MP-mp-1218581.cif,V0.5Sr2.7Ca2.3Cu4.5O11.6,107.0,new,structure: parent lacks the redox centre
Cu3.5Sr2Ca2Cr0.5O9.55-MP-mp-1218573.cif,Cu3.5Sr2Ca2Cr0.5O9.55,103.0,new,structure: parent lacks the redox centre
V0.5Sr2.4Ca3.6Cu5.5O13.55-MP-mp-1218581.cif,V0.5Sr2.4Ca3.6Cu5.5O13.55,75.0,new,structure: parent lacks the redox centre
Ca0.86Sr0.14Cu1O4-MP-mp-1218361.cif,Ca0.86Sr0.14Cu1O4,0.0,new,typo: Cu oxidation 6.00
Cu4.5Sr2Ca3Cr0.5O11.45-MP-mp-1218573.cif,Cu4.5Sr2Ca3Cr0.5O11.45,71.0,new,structure: parent lacks the redox centre
Cu5.5Sr2Ca4Cr0.5O13.35-MP-mp-1218573.cif,Cu5.5Sr2Ca4Cr0.5O13.35,65.0,new,structure: parent lacks the redox centre
V0.5Sr2.3Ca4.7Cu6.5O15.5-MP-mp-1218581.cif,V0.5Sr2.3Ca4.7Cu6.5O15.5,75.0,new,structure: parent lacks the redox centre
V0.5Sr2.6Ca5.4Cu7.5O17.3-MP-mp-1218581.cif,V0.5Sr2.6Ca5.4Cu7.5O17.3,73.0,new,structure: parent lacks the redox centre
Cu6.5Sr2Ca5Cr0.5O15.17-MP-mp-1218573.cif,Cu6.5Sr2Ca5Cr0.5O15.17,32.0,new,structure: parent lacks the redox centre
Cu7.5Sr2Ca6Cr0.5O17.1-MP-mp-1218573.cif,Cu7.5Sr2Ca6Cr0.5O17.1,10.0,new,structure: parent lacks the redox centre
Cu8.5Sr2Ca7Cr0.5O19.05-MP-mp-1218573.cif,Cu8.5Sr2Ca7Cr0.5O19.05,0.0,new,structure: parent lacks the redox centre
Cu9.5Sr2Ca8Cr0.5O21.05-MP-mp-1218573.cif,Cu9.5Sr2Ca8Cr0.5O21.05,0.0,new,structure: parent lacks the redox centre
Cu0.5S0.5Sr2Ca2Cu3O12-MP-mp-1218361.cif,Cu0.5S0.5Sr2Ca2Cu3O12,100.0,new,typo: Cu oxidation 4.86
Pr1Tl2Sr2Ca4Cu5O2-MP-mp-1208792.cif,Pr1Tl2Sr2Ca4Cu5O2,88.0,new,typo: Cu oxidation -3.40; structure: parent of a different compound class (-1.0 anions/cation)
Ca1Fe0.95Co0.05F1-MP-mp-1398496.cif,Ca1Fe0.95Co0.05F1,0.0,new,structure: parent of a different compound class (-2.5 anions/cation)
Ca1Fe0.93Co0.07F1-MP-mp-1398496.cif,Ca1Fe0.93Co0.07F1,9.1,new,structure: parent of a different compound class (-2.5 anions/cation)
Ru1Sr2Ho1.5Ce0.5Cu2O10-MP-mp-6676.cif,Ru1Sr2Ho1.5Ce0.5Cu2O10,0.0,new,structure: parent lacks the redox centre
Nd1.5Ce0.5Sr2Ta1Cu2O10-MP-mp-12286.cif,Nd1.5Ce0.5Sr2Ta1Cu2O10,12.5,new,structure: parent lacks the redox centre
Eu1.5Ce0.5Sr2Cu1Ti1O10-MP-mp-1218863.cif,Eu1.5Ce0.5Sr2Cu1Ti1O10,22.0,new,typo: Cu oxidation 6.00; structure: parent lacks the redox centre
Eu2.17Ce0.5Sr1.33Cu2.5Fe0.5O9.23-MP-mp-2898735.cif,Eu2.17Ce0.5Sr1.33Cu2.5Fe0.5O9.23,25.7,new,structure: parent lacks the redox centre
Eu2.17Ce0.5Sr1.33Cu2.75Fe0.25O9.11-MP-mp-2898735.cif,Eu2.17Ce0.5Sr1.33Cu2.75Fe0.25O9.11,0.0,new,structure: parent lacks the redox centre
Gd1.4Ce0.6Sr2Cu2Ti1O10-MP-mp-1218863.cif,Gd1.4Ce0.6Sr2Cu2Ti1O10,11.0,new,structure: parent lacks the redox centre
Gd0.51Pr1.34Ce0.15Cu1O1-MP-mp-4181.cif,Gd0.51Pr1.34Ce0.15Cu1O1,12.1,new,typo: Cu oxidation -4.00
Eu2.17Ce0.5Sr1.33Cu2Fe1O9.43-MP-mp-2898735.cif,Eu2.17Ce0.5Sr1.33Cu2Fe1O9.43,0.0,new,structure: parent lacks the redox centre
Eu2.17Ce0.5Sr1.33Cu2.25Fe0.75O9.41-MP-mp-2898735.cif,Eu2.17Ce0.5Sr1.33Cu2.25Fe0.75O9.41,0.0,new,structure: parent lacks the redox centre
Cu0.75V0.25Sr2Y1.3Ce0.7Cu2O8.77-MP-mp-1218593.cif,Cu0.75V0.25Sr2Y1.3Ce0.7Cu2O8.77,24.5,new,structure: parent lacks the redox centre
Cu0.75Ti0.25Sr2Y1.3Ce0.7Cu2O8.71-MP-mp-1218863.cif,Cu0.75Ti0.25Sr2Y1.3Ce0.7Cu2O8.71,21.0,new,structure: parent lacks the redox centre
Mo1Sr2Er1.5Ce1Cu2O10-MP-mp-18744.cif,Mo1Sr2Er1.5Ce1Cu2O10,0.0,new,structure: parent lacks the redox centre
Mo1Sr2Ho1.5Ce1Cu2O10-MP-mp-16811.cif,Mo1Sr2Ho1.5Ce1Cu2O10,0.0,new,structure: parent lacks the redox centre
Mo1Sr2Tm1.5Ce1Cu2O10-MP-mp-31123.cif,Mo1Sr2Tm1.5Ce1Cu2O10,0.0,new,structure: parent lacks the redox centre
Mo1Sr2Y1.5Ce1Cu2O10-MP-mp-1047328.cif,Mo1Sr2Y1.5Ce1Cu2O10,0.0,new,structure: parent lacks the redox centre
Mo6Se7.5Cl0.5-MP-mp-568726.cif,Mo6Se7.5Cl0.5,6.33,new,structure: parent of a different compound class (-12.7 anions/cation)
Pb3Sr3Cu3Cl1O9.5-MP-mp-1194245.cif,Pb3Sr3Cu3Cl1O9.5,0.0,new,structure: parent lacks the redox centre; structure: parent of a different compound class (-2.5 anions/cation)
Mo6Se7Cl1-MP-mp-568726.cif,Mo6Se7Cl1,6.52,new,structure: parent of a different compound class (-12.7 anions/cation)
Fe1Se0.82Cl0.18-MP-mp-28189.cif,Fe1Se0.82Cl0.18,10.5,new,structure: parent of a different compound class (-7.0 anions/cation)
Mo6Se6.5Cl1.5-MP-mp-568726.cif,Mo6Se6.5Cl1.5,6.49,new,structure: parent of a different compound class (-12.7 anions/cation)
Mo6Se6Cl2-MP-mp-568726.cif,Mo6Se6Cl2,6.39,new,structure: parent of a different compound class (-12.7 anions/cation)
Mo6Te6Cl2-MP-mp-2767093.cif,Mo6Te6Cl2,0.0,new,structure: parent of a different compound class (-17.7 anions/cation)
Sr2Cu1Cl1.2O4.-MP-mp-1147538.cif,Sr2Cu1Cl1.2O4.,0.0,new,typo: Cu oxidation 5.20
Mo6Se5Cl3-MP-mp-568726.cif,Mo6Se5Cl3,5.7,new,structure: parent of a different compound class (-12.7 anions/cation)
Na1.38Zr1N1Cl1-MP-mp-531184.cif,Na1.38Zr1N1Cl1,11.0,new,structure: parent of a different compound class (-1.8 anions/cation)
Na0.75Zr1N1Cl1-MP-mp-531184.cif,Na0.75Zr1N1Cl1,14.3,new,structure: parent of a different compound class (-1.5 anions/cation)
Na0.66Zr1N1Cl1-MP-mp-531184.cif,Na0.66Zr1N1Cl1,14.5,new,structure: parent of a different compound class (-1.5 anions/cation)
Na0.59Zr1N1Cl1-MP-mp-531184.cif,Na0.59Zr1N1Cl1,15.0,new,structure: parent of a different compound class (-1.4 anions/cation)
Na0.5Zr1N1Cl1-MP-mp-531184.cif,Na0.5Zr1N1Cl1,15.0,new,structure: parent of a different compound class (-1.3 anions/cation)
Zr0.12N1Cl1-MP-mp-542791.cif,Zr0.12N1Cl1,12.7,new,structure: parent of a different compound class (+14.7 anions/cation)
Ru0.97Co0.03Sr2Gd1CuO8-MP-mp-1194240.cif,Ru0.97Co0.03Sr2Gd1CuO8,13.0,new,typo: Cu oxidation 5.03
Ru0.95Co0.05Sr2Gd1CuO8-MP-mp-1194240.cif,Ru0.95Co0.05Sr2Gd1CuO8,5.5,new,typo: Cu oxidation 5.05
La1.45Sr0.55Cu0.6Co0.4O4-MP-mp-1274114.cif,La1.45Sr0.55Cu0.6Co0.4O4,0.0,new,structure: parent lacks the redox centre
La1.25Sr0.75Cu0.4Co0.6O4-MP-mp-1274114.cif,La1.25Sr0.75Cu0.4Co0.6O4,0.0,new,structure: parent lacks the redox centre
Co2Mo6S6O2-MP-mp-19379.cif,Co2Mo6S6O2,0.0,new,structure: parent of a different compound class (-4.0 anions/cation)
Cu1.5Sr2Cr0.5O5.3-MP-mp-510607.cif,Cu1.5Sr2Cr0.5O5.3,0.0,new,structure: parent lacks the redox centre
LaCsCuO-MP-mp-1077929.cif,LaCsCuO,0.0,new,typo: Cu oxidation -2.00
La1.4Sr1.6Mn1.95Cu0.05O7-MP-mp-698710.cif,La1.4Sr1.6Mn1.95Cu0.05O7,0.0,new,typo: Cu oxidation 15.00
La1.4Sr1.6Mn1.9Cu0.1O7-MP-mp-698710.cif,La1.4Sr1.6Mn1.9Cu0.1O7,0.0,new,typo: Cu oxidation 9.00
La1.4Sr1.6Mn1.6Cu0.4O7-MP-mp-698797.cif,La1.4Sr1.6Mn1.6Cu0.4O7,0.0,new,typo: Cu oxidation 4.50
Tl1Sr1La1Cu1O8-MP-mp-1218170.cif,Tl1Sr1La1Cu1O8,32.0,new,typo: Cu oxidation 8.00
La1.85Sr0.15Cu1FeO4-MP-mp-1173276.cif,La1.85Sr0.15Cu1FeO4,39.9,new,typo: Cu oxidation -0.85
Cu2Mo6S6O2-MP-mp-20525.cif,Cu2Mo6S6O2,9.0,new,typo: Cu oxidation -10.00; structure: parent of a different compound class (-4.0 anions/cation)
H0.55La1.8Sr0.2Cu0.995Fe0.005O4-MP-mp-1194283.cif,H0.55La1.8Sr0.2Cu0.995Fe0.005O4,26.0,new,structure: parent of a different compound class (-2.5 anions/cation)
Nb1Sr2Eu2Cu2O8-MP-mp-16786.cif,Nb1Sr2Eu2Cu2O8,0.0,new,typo: Cu oxidation 0.50
H0.4La1.89Sr0.11Cu0.995Fe0.005O4-MP-mp-1194283.cif,H0.4La1.89Sr0.11Cu0.995Fe0.005O4,13.5,new,structure: parent of a different compound class (-2.5 anions/cation)
H0.2La1.8Sr0.2Cu1O4-MP-mp-1194283.cif,H0.2La1.8Sr0.2Cu1O4,32.0,new,structure: parent of a different compound class (-2.6 anions/cation)
Ru1Sr2Dy1Cu2O8-MP-mp-22390.cif,Ru1Sr2Dy1Cu2O8,0.0,new,structure: parent lacks the redox centre
Ru1Sr2Er1Cu2O8-MP-mp-6294.cif,Ru1Sr2Er1Cu2O8,0.0,new,structure: parent lacks the redox centre
Ru0.6Sn0.4Sr2Eu1Cu2O8-MP-mp-22390.cif,Ru0.6Sn0.4Sr2Eu1Cu2O8,24.2,new,structure: parent lacks the redox centre
Ru0.8Sn0.2Sr2Eu1Cu2O8-MP-mp-22390.cif,Ru0.8Sn0.2Sr2Eu1Cu2O8,30.3,new,structure: parent lacks the redox centre
Ru1Sr2Tb1Cu2O8-MP-mp-22390.cif,Ru1Sr2Tb1Cu2O8,0.0,new,structure: parent lacks the redox centre
Ru0.9Sr2Er1Cu2O7.8-MP-mp-6294.cif,Ru0.9Sr2Er1Cu2O7.8,23.0,new,structure: parent lacks the redox centre
Ru0.9Sr2Ho1Cu2O7.8-MP-mp-6676.cif,Ru0.9Sr2Ho1Cu2O7.8,0.0,new,structure: parent lacks the redox centre
Fe1Sr2Gd1Cu2O7.58-MP-mp-1218942.cif,Fe1Sr2Gd1Cu2O7.58,36.5,new,structure: parent lacks the redox centre
Fe1Sr2Nd1Cu2O7.54-MP-mp-1218798.cif,Fe1Sr2Nd1Cu2O7.54,4.2,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr0.8La1.2Cu1O5.28-MP-mp-20489.cif,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.28,26.65,new,structure: parent lacks the redox centre
Ru0.9Sr2Y1Cu2.1O7.9-MP-mp-22390.cif,Ru0.9Sr2Y1Cu2.1O7.9,30.0,new,structure: parent lacks the redox centre
H0.55La0.89Sr0.11Cu0.995Fe0.005O4-MP-mp-555369.cif,H0.55La0.89Sr0.11Cu0.995Fe0.005O4,13.2,new,typo: Cu oxidation 4.57; structure: parent of a different compound class (-3.2 anions/cation)
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.19-MP-mp-20489.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.19,25.0,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1La1Cu1O5.19-MP-mp-20489.cif,Pb0.6Cu0.4Sr1La1Cu1O5.19,25.1,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1La1Cu1O5.21-MP-mp-20489.cif,Pb0.6Cu0.4Sr1La1Cu1O5.21,25.1,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24-MP-mp-20489.cif,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.24,27.8,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18-MP-mp-20489.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.18,28.0,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1La1Cu1O5.15-MP-mp-20489.cif,Pb0.6Cu0.4Sr1La1Cu1O5.15,32.0,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18-MP-mp-20489.cif,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.18,31.6,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.07-MP-mp-20489.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.07,33.9,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1.1La0.9Cu1O5.12-MP-mp-20489.cif,Pb0.6Cu0.4Sr1.1La0.9Cu1O5.12,31.0,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1La1Cu1O5.12-MP-mp-20489.cif,Pb0.6Cu0.4Sr1La1Cu1O5.12,35.9,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1La1Cu1O5.09-MP-mp-20489.cif,Pb0.6Cu0.4Sr1La1Cu1O5.09,36.7,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr0.8La1.2Cu1O5.11-MP-mp-20489.cif,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.11,34.8,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr1La1Cu1O5.06-MP-mp-20489.cif,Pb0.6Cu0.4Sr1La1Cu1O5.06,37.7,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.06-MP-mp-20489.cif,Pb0.6Cu0.4Sr0.9La1.1Cu1O5.06,37.6,new,structure: parent lacks the redox centre
Pb0.6Cu0.4Sr0.8La1.2Cu1O5.06-MP-mp-20489.cif,Pb0.6Cu0.4Sr0.8La1.2Cu1O5.06,28.7,new,structure: parent lacks the redox centre
Ru0.8Sr2Y1Cu2.2O8.1-MP-mp-22390.cif,Ru0.8Sr2Y1Cu2.2O8.1,65.0,new,structure: parent lacks the redox centre
Ru0.8Sr2Y1Cu2.2O7.8-MP-mp-22390.cif,Ru0.8Sr2Y1Cu2.2O7.8,43.0,new,structure: parent lacks the redox centre
La0.8Sr0.2Cu0.9Fe0.1O4-MP-mp-1218202.cif,La0.8Sr0.2Cu0.9Fe0.1O4,0.0,new,typo: Cu oxidation 5.44
La0.9Sr0.1Cu0.965Ni0.035O4-MP-mp-1218155.cif,La0.9Sr0.1Cu0.965Ni0.035O4,0.0,new,typo: Cu oxidation 5.21; structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.25-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.25,25.2,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr1La1Cu1O5.19-MP-mp-20489.cif,Pb0.5Cu0.5Sr1La1Cu1O5.19,24.1,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.22-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.22,24.9,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr1La1Cu1O5.15-MP-mp-20489.cif,Pb0.5Cu0.5Sr1La1Cu1O5.15,28.0,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.16-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.16,28.1,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.16-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.16,28.0,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr1La1Cu1O5.1-MP-mp-20489.cif,Pb0.5Cu0.5Sr1La1Cu1O5.1,31.9,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.08,37.7,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.1,34.9,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr1La1Cu1O5.03-MP-mp-20489.cif,Pb0.5Cu0.5Sr1La1Cu1O5.03,36.7,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr1La1Cu1O5.05-MP-mp-20489.cif,Pb0.5Cu0.5Sr1La1Cu1O5.05,36.7,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.9La1.1Cu1O5.02,38.5,new,structure: parent lacks the redox centre
Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01-MP-mp-20489.cif,Pb0.5Cu0.5Sr0.8La1.2Cu1O5.01,38.7,new,structure: parent lacks the redox centre
Sr2Sm2Cu2F1O5-MP-mp-1025280.cif,Sr2Sm2Cu2F1O5,0.0,new,typo: Cu oxidation 0.50
La0.75Sr0.25Cu1O4-MP-mp-1218202.cif,La0.75Sr0.25Cu1O4,14.4,new,typo: Cu oxidation 5.25
La1Cu1O4-MP-mp-1077929.cif,La1Cu1O4,23.0,new,typo: Cu oxidation 5.00
La1.5Sr0.5Cu1.5Fe0.5O3.94-MP-mp-1173271.cif,La1.5Sr0.5Cu1.5Fe0.5O3.94,0.0,new,typo: Cu oxidation 0.59
Sr2Cu2Mn1S2O2-MP-mp-551219.cif,Sr2Cu2Mn1S2O2,0.0,new,typo: Cu oxidation 0.50
Sr2Tm1Cu3O7.65-MP-mp-3446.cif,Sr2Tm1Cu3O7.65,62.0,new,structure: parent lacks the redox centre
La2Cu1O-MP-mp-1077929.cif,La2Cu1O,0.0,new,typo: Cu oxidation -4.00
Cu0.287Ti0.573O0.14-MP-mp-22432.cif,Cu0.287Ti0.573O0.14,0.0,new,typo: Cu oxidation -7.01
La2Cu1O0.001-MP-mp-1077929.cif,La2Cu1O0.001,0.0,new,typo: Cu oxidation -6.00; structure: parent of a different compound class (-1.3 anions/cation)
Y1Sr2Cu2.75Ge0.25O-MP-mp-985569.cif,Y1Sr2Cu2.75Ge0.25O,0.0,new,typo: Cu oxidation -2.18
Sr2Ho1Cu3O-MP-mp-17734.cif,Sr2Ho1Cu3O,62.0,new,typo: Cu oxidation -1.67; structure: parent of a different compound class (-1.1 anions/cation)
Eu1Fe2Se2-MP-mp-21009.cif,Eu1Fe2Se2,40.0,new,structure: parent lacks the redox centre
W1F0.41O2.59-MP-mp-752955.cif,W1F0.41O2.59,0.42,new,structure: parent of a different compound class (-2.0 anions/cation)
W1F0.45O2.55-MP-mp-752955.cif,W1F0.45O2.55,0.38,new,structure: parent of a different compound class (-2.0 anions/cation)
W1F0.44O2.56-MP-mp-752955.cif,W1F0.44O2.56,0.41,new,structure: parent of a different compound class (-2.0 anions/cation)
Sn1Fe0.05Mo6S8-MP-mp-5336.cif,Sn1Fe0.05Mo6S8,7.05,new,structure: parent lacks the redox centre
Li0.84H1Fe1.14Se1O1-MP-mp-1213486.cif,Li0.84H1Fe1.14Se1O1,42.0,new,structure: parent of a different compound class (-6.0 anions/cation)
Li0.8Fe1.2Se0.92S0.08H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.92S0.08H1O1,0.0,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.84S0.16H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.84S0.16H1O1,38.6,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.78S0.22H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.78S0.22H1O1,35.6,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.72S0.28H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.72S0.28H1O1,35.0,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.59S0.41H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.59S0.41H1O1,32.0,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.47S0.53H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.47S0.53H1O1,24.2,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.34S0.66H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.34S0.66H1O1,18.4,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.23S0.77H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.23S0.77H1O1,11.0,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se0.1S0.9H1O1-MP-mp-943462.cif,Li0.8Fe1.2Se0.1S0.9H1O1,0.0,new,structure: parent of a different compound class (-2.0 anions/cation)
Li0.8Fe1.2Se1H1O1-MP-mp-1213486.cif,Li0.8Fe1.2Se1H1O1,40.45,new,structure: parent of a different compound class (-6.0 anions/cation)
Li0.8Fe1.2S0.41H1O1-MP-mp-943462.cif,Li0.8Fe1.2S0.41H1O1,0.0,new,structure: parent of a different compound class (-2.3 anions/cation)
Nb0.7Fe1.55Se1.01S0.99-MP-mp-1220747.cif,Nb0.7Fe1.55Se1.01S0.99,23.5,new,structure: parent of a different compound class (-1.6 anions/cation)
Nb0.76Fe1.61Se0.96S1.04-MP-mp-1220747.cif,Nb0.76Fe1.61Se0.96S1.04,18.0,new,structure: parent of a different compound class (-1.7 anions/cation)
Li1Fe3Se2O2-MP-mp-558555.cif,Li1Fe3Se2O2,42.8,new,structure: parent of a different compound class (-3.0 anions/cation)
Fe1.14Te0.1-MP-mp-19880.cif,Fe1.14Te0.1,0.0,new,structure: parent of a different compound class (-1.9 anions/cation)
Ga1V3H0.37-MP-mp-24728.cif,Ga1V3H0.37,8.1,new,structure: parent of a different compound class (-1.9 anions/cation)
Ge0.22H0.16Nb1-MP-mp-1181222.cif,Ge0.22H0.16Nb1,0.0,new,structure: parent of a different compound class (-3.9 anions/cation)
Ge1V3H0.033-MP-mp-1181222.cif,Ge1V3H0.033,5.83,new,structure: parent of a different compound class (-4.0 anions/cation)
Ge1H0.005V3-MP-mp-1181222.cif,Ge1H0.005V3,5.8,new,structure: parent of a different compound class (-4.0 anions/cation)
La1Pt4Ge18-MP-mp-1077797.cif,La1Pt4Ge18,32.5,new,typo: impossible Tc for chemistry
Hf1V2D0.25-MP-mp-976724.cif,Hf1V2D0.25,8.24,new,structure: parent of a different compound class (-1.2 anions/cation)
Hf1V2H0.4-MP-mp-976724.cif,Hf1V2H0.4,8.42,new,structure: parent of a different compound class (-1.2 anions/cation)
Hf1V2D0.5-MP-mp-976724.cif,Hf1V2D0.5,6.63,new,structure: parent of a different compound class (-1.2 anions/cation)
Hf1V2D0.75-MP-mp-976724.cif,Hf1V2D0.75,4.29,new,structure: parent of a different compound class (-1.1 anions/cation)
Mo6Te5I3-MP-mp-505260.cif,Mo6Te5I3,2.4,new,structure: parent of a different compound class (-5.3 anions/cation)
Sn0.98In0.008Te1-MP-mp-1197742.cif,Sn0.98In0.008Te1,0.0,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.979In0.009Te1-MP-mp-1197742.cif,Sn0.979In0.009Te1,0.0,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.961In0.027Te1-MP-mp-1197742.cif,Sn0.961In0.027Te1,1.85,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.03Sn0.97Te1.01-MP-mp-1197742.cif,In0.03Sn0.97Te1.01,1.07,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.95In0.038Te1-MP-mp-1197742.cif,Sn0.95In0.038Te1,1.9,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.045Sn0.955Te1.01-MP-mp-1197742.cif,In0.045Sn0.955Te1.01,1.2,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.05Sn0.95Te1.01-MP-mp-1197742.cif,In0.05Sn0.95Te1.01,1.43,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.04Sn0.96Te1.01-MP-mp-1197742.cif,In0.04Sn0.96Te1.01,1.14,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.927In0.061Te1-MP-mp-1197742.cif,Sn0.927In0.061Te1,1.8,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.923In0.065Te1-MP-mp-1197742.cif,Sn0.923In0.065Te1,1.8,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.915In0.073Te1-MP-mp-1197742.cif,Sn0.915In0.073Te1,1.9,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.06Sn0.94Te1.01-MP-mp-1197742.cif,In0.06Sn0.94Te1.01,1.36,new,structure: parent of a different compound class (-1.5 anions/cation)
Sn0.904In0.084Te1-MP-mp-1197742.cif,Sn0.904In0.084Te1,1.76,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.08Sn0.92Te1.01-MP-mp-1197742.cif,In0.08Sn0.92Te1.01,1.45,new,structure: parent of a different compound class (-1.5 anions/cation)
In0.1Sn0.9Te1.01-MP-mp-1197742.cif,In0.1Sn0.9Te1.01,1.75,new,structure: parent of a different compound class (-1.5 anions/cation)
In2Te1-MP-mp-1197742.cif,In2Te1,0.0,new,structure: parent of a different compound class (-2.0 anions/cation)
Rh16Ir1S15-MP-mp-1101826.cif,Rh16Ir1S15,4.08,new,structure: parent of a different compound class (-1.8 anions/cation)
